v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14
0.771023529770806,1.9423092745750299,2.830211371196631,1.205661793877987,2.8568371837519453,3.132595599230934,1.7344279305398724,2.3175707266457106,2.7933352458265936,2.5789537034211247,3.0578433179723503,2.983591051973022,2.6258301339762564,2.9935913571581163,2.166316110721153
0.6918961149937437,1.9951858882412183,2.7947102877895444,1.235787713248085,2.8445868099002043,3.136845728934599,1.6844264046143986,2.3101955015717035,2.7889601123081147,2.8398366649372844,3.0333425702688683,2.9764658345286414,2.7345834528641624,2.9933413495284893,2.050062562944426
0.8751517075106052,1.8933077791680655,2.750583941160314,1.4016677755058444,2.861337321085238,3.130595538193915,1.7535535142063663,2.33282119205298,2.7959603259376813,2.809460737937559,3.0407177953428755,2.9868411511581776,2.671956541642506,2.9974664754173403,2.071313211462752
0.6478947721793268,1.9520595721304972,2.806710654011658,1.3222903530991545,2.891463240455336,3.133220618305002,1.769929013946959,2.3135706045716726,2.801960509048738,2.825336222418897,3.0460929593798642,2.9990915250099186,2.8448368175298318,3.014341990417188,2.1571908322397535
0.6880209967345196,1.923183690908536,2.8109607837153234,1.452169316690573,2.891213232825709,3.1345956602679528,1.7068020874660481,2.253568773461104,2.798835413678396,2.8287113254188667,3.0438428907132176,3.0014665974913783,2.893463301492355,3.025842341380047,2.518701864680929
1.09040827661977,2.018686605426191,2.7724596087527087,1.134409619434187,2.8809629200109867,3.1313455610827967,1.8034300363170261,2.254818811609241,2.7962103335673087,2.8183360087893305,3.0455929441206093,2.9713406781212806,2.7234581133457443,2.982966032898953,2.333321207312235
1.0401567430646688,2.130440015869625,2.7793348185674613,1.2389128086184271,2.873212683492538,3.1277204504532,1.7709290444654684,2.2724443494979707,2.7933352458265936,2.8100857570116275,3.0379677114169743,2.956340220343639,2.813835871456038,2.9758408154545735,2.2929449751274147
1.1102838831751456,2.18081655323954,2.803335551011689,1.3552913602099674,2.877712820825831,3.1392208014160587,1.671676015503403,2.2476935941648613,2.7960853297524952,2.786210028382214,3.051968138676107,2.9943413800469987,2.702707480086673,2.97471578112125,2.324945951719718
0.8906521805475021,2.214317575609607,2.8180860011597035,1.478295113986633,2.8922132633442184,3.140845851008637,1.7150523392437513,2.2613190099795526,2.8124608294930873,2.777459761345256,3.0474680013428146,2.9737157506027407,2.827836298715171,2.970340647602771,2.29482003234962
0.8140248420667135,2.1226897793511768,2.784959990234077,1.0175310525833918,2.885963072603534,3.1383457747123633,1.7245526291695914,2.2444434949797056,2.8128358409375283,2.5477027497177036,3.0363426618243965,2.9983415021210367,2.8163359477523118,2.9797159337137975,2.267444196905423
0.771023529770806,2.1071893063142797,2.815085909604175,1.3661666920987579,2.877712820825831,3.1329706106753745,1.7143023163548692,2.2309430829798274,2.7910851771599474,2.833211462752159,3.028217413861507,2.9432148197882015,2.6703314920499284,2.9353395794549395,2.249318643757439
1.3322906582842493,1.7641788384655293,2.8460868556779686,1.5562974944303722,2.8983384502700886,3.135595690786462,1.7546785485396894,2.2170676595355086,2.809460737937559,2.855587145603809,3.022592242194891,2.989091219824824,2.7402086245307777,2.9408397473067414,2.148565569017609
1.0877831965086826,1.9429342936490983,2.8184610126041445,1.3101649830622273,2.9148389538254955,3.1290954924161505,1.7614287545396283,2.2126925260170296,2.80271053193762,2.731208349864193,3.0414678182317574,2.9330895107882933,2.7749596850489824,2.978340891750847,2.039187231055635
0.9169029816583758,2.1651910763878295,2.8038355662709433,1.3209153111362042,2.9149639576403086,3.1307205420087283,1.7993049104281746,2.2446935026093326,2.8013354899746696,2.815085909604175,3.0458429517502363,2.9489649952696313,2.7029574877163003,2.938589678640095,2.0284369029816585
0.7367724845118565,2.1248148442030095,2.808960722678304,1.33604077272866,2.9192140873439745,3.1377207556382944,1.7815543687246316,2.218942716757714,2.806335642567217,2.813460860011597,3.0373426923429063,2.991841303750725,2.8098357493820005,2.9510900601214636,1.9884356822412794
1.2570383617664114,2.1710662556840727,2.827961302529985,1.1340346079897459,2.9203391216772974,3.1360957060457166,1.802805017242958,2.2488186284981846,2.803335551011689,2.836461561937315,3.025092318491165,2.977215857417524,2.7240831324198127,2.9363396099734493,2.082188543351543
0.8111497543259987,2.1229397869808038,2.789835139011811,1.0144059572130497,2.922339182714316,3.1347206640827663,1.8283057954649493,2.22831800286874,2.8003354594561602,2.7038325144199957,3.013341959898679,2.9570902432325203,2.692957182531205,2.929964415417951,2.0426873378704187
1.0287813959166234,2.0118113956114385,2.7908351695303204,1.1226592608417005,2.922214178899502,3.1374707480086674,1.7795543076876126,2.210567461165197,2.7859600207525865,2.862212347788934,2.992091311380352,2.971590685750908,2.737333536790063,2.9339645374919887,2.311570543534654
0.8412756736960967,2.116064577166051,2.778209784234138,1.4740449842829677,2.9237142246772665,3.132595599230934,1.8609317911313212,2.229443037202063,2.767584459974975,2.867962523270364,3.0333425702688683,2.9757158116397595,2.371697378460036,2.9189640797143466,2.163691030610065
0.7433976866969817,2.161440961943419,2.7532090212714015,1.0830330515457625,2.9254642780846587,3.1290954924161505,1.816180425428022,2.2308180791650134,2.79421027253029,2.8264612567522205,3.0469679860835597,3.031092501602222,2.824211188085574,2.933214514603107,2.226317941831721
1.0131559190649129,2.2293180333872495,2.799335428937651,1.0841580858790856,2.9460899075289166,3.1322205877864926,1.8430562456129642,2.2395683462019718,2.814710898159734,2.876212775048067,3.0184671163060397,2.9857161168248543,2.403823358867153,2.9415897701956237,2.1026891689809872
0.8852770165105136,2.1770664387951295,2.779584826197089,1.4681698049867247,2.9337145298623617,3.124595355082858,1.919183568834498,2.2380683004242075,2.8053356120487076,2.8749627368999295,3.0304674825281537,2.975090792565691,2.6654563432721945,2.9593403118991666,2.141565355388043
